Order_ID,Order_Date,SKU,Product_Name,Category,Region,Store_Type,Units_Sold,Unit_Price,Discount,Revenue,Profit,Customer_Age,Gender,Payment_Method,image_url
100063,7/31/2024,AD-3683-C,Adilette Slides,Footwear,North America,Online,2,33.42,5,63.5,19.83,25,Female,Debit Card,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/69e60b96568f41ac8fa4afd3012d46e3_9366/Adilette_Aqua_Slides_Black_IF7371_01_standard.jpg
100141,5/24/2024,AD-2180-D,Originals Backpack,Accessories,Europe,Retail,1,56.52,20,45.22,10.38,34,Male,Cash,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/6e58dbe12eed418ba809246a19b2bd7d_9366/IU0178_01_00_standard.jpg
100716,5/5/2025,AD-2083-D,Running Watch Strap,Accessories,North America,Online,3,39.35,0,118.05,34.59,32,Other,Cash,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/bfdb966c006f4a02a9b6ad0e00a5b1b4_9366/Running_Strap_Black_HN5572_01_standard.jpg
100376,6/3/2023,AD-2654-C,Predator Freak,Footwear,Asia-Pacific,Wholesale,1,186.67,0,186.67,57.99,41,Male,Debit Card,https://www.soccervillage.com/mm5/graphics/00000001/1/fy0610_g01.jpg
100363,11/23/2023,AD-9962-A,Essentials Tee,Apparel,North America,Online,4,25.48,0,101.92,35.27,45,Male,Debit Card,https://shop.simon.com/cdn/shop/files/3f84ca8be8d64d3fb9b66db4a3b02046.jpg
100139,4/24/2023,AD-7475-A,Tiro 23 Track Pants,Apparel,Asia-Pacific,Retail,2,61.91,0,123.82,33.5,36,Male,UPI,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/d02df6c17bf34147ae3faef5011f4841_9366/Tiro_23_League_Training_Pants_Black_HS7230_01_laydown.jpg
100884,3/5/2023,AD-1855-C,Performance Socks (3-pack),Accessories,Asia-Pacific,Online,4,16.86,10,60.7,20.02,33,Male,Credit Card,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/717ff966f0854fe089472eb7a83debd8_9366/JC6446_03_standard_hover.jpg
101041,7/17/2023,AD-4309-B,Performance Socks (3-pack),Accessories,North America,Retail,5,17.62,0,88.1,35.78,35,Male,Google Pay,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/717ff966f0854fe089472eb7a83debd8_9366/JC6446_03_standard_hover.jpg
100224,6/29/2023,AD-7567-A,NMD_R1,Footwear,Latin America,Outlet,3,119.72,0,359.16,87.93,42,Male,Debit Card,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/8563f8e2e30a4df4821eae1e002e3dc9_9366/GW5698_01_00_standard.jpg
100514,11/29/2023,AD-8598-B,Gym Bag,Accessories,Asia-Pacific,Outlet,4,39.04,5,148.35,54.55,23,Male,NetBanking,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/d525201fecc84b71af1761f4e9cc371a_9366/Lounge_Duffel_Bag_Grey_JK5352_01_00_standard.jpg
100266,11/27/2024,AD-2344-C,Running Watch Strap,Accessories,North America,Retail,1,37.5,0,37.5,14.68,37,Female,Debit Card,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/bfdb966c006f4a02a9b6ad0e00a5b1b4_9366/Running_Strap_Black_HN5572_01_standard.jpg
101169,9/19/2025,AD-3664-C,Ultraboost 22,Footwear,Asia-Pacific,Retail,4,198.5,5,754.3,256.15,21,Male,NetBanking,https://justfreshkicks.com/wp-content/uploads/2021/12/adidas-Ultra-Boost-2022-Triple-White-GX5459-Release-Date-Price.jpeg
100486,2/12/2025,AD-5157-C,Adilette Slides,Footwear,Asia-Pacific,Retail,1,36.39,5,34.57,10.45,25,Male,Google Pay,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/69e60b96568f41ac8fa4afd3012d46e3_9366/Adilette_Aqua_Slides_Black_IF7371_01_standard.jpg
100352,7/30/2024,AD-9035-A,Adilette Slides,Footwear,Asia-Pacific,Wholesale,3,31.9,0,95.7,27.68,30,Male,PayPal,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/69e60b96568f41ac8fa4afd3012d46e3_9366/Adilette_Aqua_Slides_Black_IF7371_01_standard.jpg
101005,8/28/2024,AD-7255-B,Training Shorts,Apparel,Asia-Pacific,Online,2,27.3,40,32.76,7.02,29,Male,NetBanking,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/14732790a86d43329cf8df8f1c77367e_9366/Designed_for_Training_Workout_Shorts_Black_IK9723_01_laydown.jpg
100617,7/25/2023,AD-3446-B,Adilette Slides,Footwear,Europe,Retail,4,30.43,5,115.63,29.39,32,Female,NetBanking,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/69e60b96568f41ac8fa4afd3012d46e3_9366/Adilette_Aqua_Slides_Black_IF7371_01_standard.jpg
100667,3/6/2023,AD-1606-C,Sports Bottle,Accessories,Europe,Wholesale,6,15.22,0,91.32,26.48,23,Female,Credit Card,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/dffb7992446842a98f73aa860118cfee_9366/FM9931_01_00_standard.jpg
100774,10/8/2023,AD-7920-A,Superstar,Footwear,Middle East & Africa,Retail,6,95.51,0,573.06,94.18,16,Male,Cash,https://footdistrict.com/cdn/shop/files/sneakers-adidas-originals-superstar-eg4958-0.jpg
100553,1/20/2024,AD-1003-A,Sports Bottle,Accessories,North America,Wholesale,3,14.41,0,43.23,15.33,25,Male,Apple Pay,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/dffb7992446842a98f73aa860118cfee_9366/FM9931_01_00_standard.jpg
100575,6/18/2025,AD-4695-B,Primegreen Jacket,Apparel,Asia-Pacific,Online,4,141.57,0,566.28,156.64,39,Female,NetBanking,"https://assets.adidas.com/images/c_fill,g_auto,w_1200,h_630,f_auto,q_auto/w_600,f_auto,q_auto/8d7b43159e2643c08d3fad250061730c_9366/Essentials_Warm-Up_3-Stripes_Track_Jacket_Black_H46099_01_laydown.jpg"
100914,5/23/2025,AD-9188-C,Sports Bottle,Accessories,North America,Outlet,3,16.45,10,44.41,16.55,35,Male,Credit Card,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/dffb7992446842a98f73aa860118cfee_9366/FM9931_01_00_standard.jpg
100465,5/19/2025,AD-1600-C,Gym Bag,Accessories,Asia-Pacific,Retail,4,51.19,0,204.76,59.69,36,Female,UPI,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/d525201fecc84b71af1761f4e9cc371a_9366/Lounge_Duffel_Bag_Grey_JK5352_01_00_standard.jpg
100590,4/9/2024,AD-3686-A,Running Watch Strap,Accessories,Latin America,Outlet,3,39.96,0,119.88,34.04,20,Male,Cash,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/bfdb966c006f4a02a9b6ad0e00a5b1b4_9366/Running_Strap_Black_HN5572_01_standard.jpg
100764,9/13/2025,AD-2041-D,Training Cap,Accessories,North America,Outlet,3,23.51,0,70.53,23.67,31,Male,NetBanking,https://res.cloudinary.com/dtc2q8arn/image/upload/v1723744392/Go%20Live%20images/Batch%203/IP2780/IP2780_1_HARDWARE_Photography_Front_Center_View_grey_jkmmpe.jpg
100634,6/5/2025,AD-7652-D,Ultraboost 22,Footwear,Asia-Pacific,Online,1,208.4,20,166.72,38.46,39,Male,Apple Pay,https://justfreshkicks.com/wp-content/uploads/2021/12/adidas-Ultra-Boost-2022-Triple-White-GX5459-Release-Date-Price.jpeg
100837,7/4/2024,AD-4501-A,Z.N.E. Hoodie,Apparel,Asia-Pacific,Outlet,3,124.01,5,353.43,138.56,39,Male,NetBanking,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/513a21b39fd644cf83561016dfa26f68_9366/JE7537_21_model.jpg
100289,9/26/2023,AD-6700-C,Training Cap,Accessories,Asia-Pacific,Retail,3,21.46,0,64.38,19.04,21,Female,Debit Card,https://res.cloudinary.com/dtc2q8arn/image/upload/v1723744392/Go%20Live%20images/Batch%203/IP2780/IP2780_1_HARDWARE_Photography_Front_Center_View_grey_jkmmpe.jpg
100039,10/1/2023,AD-4269-D,Copa Sense,Footwear,North America,Outlet,3,168.34,0,505.02,155.67,23,Female,UPI,https://res.cloudinary.com/dtc2q8arn/image/upload/v1727704399/Batch%204_5/GZ1370/GZ1370_1_FOOTWEAR_Photography_Side_Lateral_Center_View_grey_ooqo8x.jpg
100030,2/10/2024,AD-1152-D,Predator Freak,Footwear,North America,Online,3,252.84,0,758.52,245.53,23,Female,Debit Card,https://www.soccervillage.com/mm5/graphics/00000001/1/fy0610_g01.jpg
100242,10/9/2023,AD-9120-A,Ultraboost Light,Footwear,Asia-Pacific,Retail,3,164.56,0,493.68,151.6,25,Male,Apple Pay,https://res.cloudinary.com/dtc2q8arn/image/upload/v1723747674/Go%20Live%20images/Batch%203/ID3316/ID3316_14_FOOTWEAR_Photography_HeroMrktng_View_3_uk3cpt.jpg
100428,12/19/2024,AD-2752-C,Stan Smith,Footwear,North America,Online,3,80.41,10,217.11,65.5,21,Female,Apple Pay,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/69721f2e7c934d909168a80e00818569_9366/Stan_Smith_Shoes_White_M20324_01_standard.jpg
100136,5/26/2023,AD-7062-C,Ultraboost 22,Footwear,Europe,Online,2,181.64,10,326.95,100.54,32,Male,PayPal,https://justfreshkicks.com/wp-content/uploads/2021/12/adidas-Ultra-Boost-2022-Triple-White-GX5459-Release-Date-Price.jpeg
101100,9/16/2023,AD-7876-B,Copa Sense,Footwear,North America,Online,1,150.4,10,135.36,34.33,24,Male,Google Pay,https://res.cloudinary.com/dtc2q8arn/image/upload/v1727704399/Batch%204_5/GZ1370/GZ1370_1_FOOTWEAR_Photography_Side_Lateral_Center_View_grey_ooqo8x.jpg
100864,4/12/2025,AD-8900-C,Performance Socks (3-pack),Accessories,Asia-Pacific,Retail,3,18.99,0,56.97,15.45,27,Male,Credit Card,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/717ff966f0854fe089472eb7a83debd8_9366/JC6446_03_standard_hover.jpg
100003,8/9/2023,AD-1711-D,Z.N.E. Hoodie,Apparel,Europe,Online,2,123.02,10,221.44,81.48,28,Male,NetBanking,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/513a21b39fd644cf83561016dfa26f68_9366/JE7537_21_model.jpg
100832,5/30/2023,AD-3692-D,Ultraboost 22,Footwear,Europe,Online,3,176.94,0,530.82,190.54,33,Male,Apple Pay,https://justfreshkicks.com/wp-content/uploads/2021/12/adidas-Ultra-Boost-2022-Triple-White-GX5459-Release-Date-Price.jpeg
100602,9/23/2023,AD-9514-D,Gym Bag,Accessories,Asia-Pacific,Wholesale,3,38.81,0,116.43,53.32,21,Female,Google Pay,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/d525201fecc84b71af1761f4e9cc371a_9366/Lounge_Duffel_Bag_Grey_JK5352_01_00_standard.jpg
101033,11/13/2024,AD-4091-B,Originals Backpack,Accessories,Asia-Pacific,Outlet,2,63.01,20,100.82,28.01,24,Female,PayPal,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/6e58dbe12eed418ba809246a19b2bd7d_9366/IU0178_01_00_standard.jpg
100654,12/2/2024,AD-1931-B,Performance Socks (3-pack),Accessories,Asia-Pacific,Online,5,18.71,5,88.87,26,22,Male,Debit Card,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/717ff966f0854fe089472eb7a83debd8_9366/JC6446_03_standard_hover.jpg
100843,3/25/2023,AD-9622-D,Superstar,Footwear,Latin America,Retail,2,94.66,10,170.39,58.52,16,Male,Cash,https://footdistrict.com/cdn/shop/files/sneakers-adidas-originals-superstar-eg4958-0.jpg
100783,7/15/2023,AD-5636-B,Essentials Tee,Apparel,Europe,Online,3,22.78,5,64.92,19.72,32,Female,UPI,https://shop.simon.com/cdn/shop/files/3f84ca8be8d64d3fb9b66db4a3b02046.jpg
101073,12/13/2024,AD-1494-B,Originals Backpack,Accessories,Asia-Pacific,Retail,3,54.17,5,154.38,52.04,32,Male,PayPal,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/6e58dbe12eed418ba809246a19b2bd7d_9366/IU0178_01_00_standard.jpg
100442,3/5/2025,AD-9418-A,Adilette Slides,Footwear,North America,Retail,2,35.2,5,66.88,17.92,39,Male,PayPal,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/69e60b96568f41ac8fa4afd3012d46e3_9366/Adilette_Aqua_Slides_Black_IF7371_01_standard.jpg
101177,3/13/2024,AD-2448-B,Performance Socks (3-pack),Accessories,Europe,Online,3,17.44,5,49.7,19.57,28,Female,Apple Pay,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/717ff966f0854fe089472eb7a83debd8_9366/JC6446_03_standard_hover.jpg
100435,8/3/2023,AD-9255-C,NMD_R1,Footwear,Asia-Pacific,Wholesale,6,162.34,0,974.04,303.42,33,Male,PayPal,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/8563f8e2e30a4df4821eae1e002e3dc9_9366/GW5698_01_00_standard.jpg
101168,8/16/2024,AD-5725-A,Gym Bag,Accessories,Latin America,Online,2,45.69,0,91.38,36.33,26,Female,Cash,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/d525201fecc84b71af1761f4e9cc371a_9366/Lounge_Duffel_Bag_Grey_JK5352_01_00_standard.jpg
100100,10/27/2024,AD-8994-A,Superstar,Footwear,Latin America,Outlet,4,97.97,0,391.88,115.9,34,Male,Cash,https://footdistrict.com/cdn/shop/files/sneakers-adidas-originals-superstar-eg4958-0.jpg
100772,5/28/2025,AD-5929-A,Performance Socks (3-pack),Accessories,Latin America,Online,4,18.44,5,70.07,17.75,28,Female,NetBanking,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/717ff966f0854fe089472eb7a83debd8_9366/JC6446_03_standard_hover.jpg
100494,1/24/2025,AD-6693-C,Superstar,Footwear,Europe,Retail,2,87.49,0,174.98,60.66,23,Female,Cash,https://footdistrict.com/cdn/shop/files/sneakers-adidas-originals-superstar-eg4958-0.jpg
101027,11/3/2024,AD-2813-B,Performance Socks (3-pack),Accessories,Europe,Online,4,18.05,20,57.76,16.18,26,Male,UPI,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/717ff966f0854fe089472eb7a83debd8_9366/JC6446_03_standard_hover.jpg
100806,6/19/2024,AD-9366-D,Originals Backpack,Accessories,North America,Online,3,57.97,5,165.21,38.73,32,Male,Debit Card,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/6e58dbe12eed418ba809246a19b2bd7d_9366/IU0178_01_00_standard.jpg
101141,5/13/2025,AD-2722-C,Training Shorts,Apparel,North America,Online,2,30.73,0,61.46,18.68,31,Female,PayPal,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/14732790a86d43329cf8df8f1c77367e_9366/Designed_for_Training_Workout_Shorts_Black_IK9723_01_laydown.jpg
100845,1/19/2025,AD-9408-A,Originals Backpack,Accessories,North America,Online,3,61.27,0,183.81,62.6,33,Female,PayPal,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/6e58dbe12eed418ba809246a19b2bd7d_9366/IU0178_01_00_standard.jpg
100986,5/29/2024,AD-9110-C,Stan Smith,Footwear,Latin America,Retail,1,80.89,40,48.53,16.34,19,Female,UPI,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/69721f2e7c934d909168a80e00818569_9366/Stan_Smith_Shoes_White_M20324_01_standard.jpg
100227,11/11/2023,AD-2923-C,Copa Sense,Footwear,Europe,Outlet,5,165.64,5,786.79,254.6,31,Female,NetBanking,https://res.cloudinary.com/dtc2q8arn/image/upload/v1727704399/Batch%204_5/GZ1370/GZ1370_1_FOOTWEAR_Photography_Side_Lateral_Center_View_grey_ooqo8x.jpg
101192,5/13/2023,AD-1736-A,Z.N.E. Hoodie,Apparel,Asia-Pacific,Retail,3,140.07,0,420.21,138.39,16,Female,Debit Card,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/513a21b39fd644cf83561016dfa26f68_9366/JE7537_21_model.jpg
100671,5/5/2025,AD-2033-B,Running Watch Strap,Accessories,Asia-Pacific,Online,3,43.78,10,118.21,58.07,18,Female,UPI,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/bfdb966c006f4a02a9b6ad0e00a5b1b4_9366/Running_Strap_Black_HN5572_01_standard.jpg
100858,6/7/2023,AD-1445-A,Tiro 23 Track Pants,Apparel,Asia-Pacific,Online,4,51.7,0,206.8,55.16,25,Female,PayPal,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/d02df6c17bf34147ae3faef5011f4841_9366/Tiro_23_League_Training_Pants_Black_HS7230_01_laydown.jpg
100924,8/12/2024,AD-7407-B,Ultraboost Light,Footwear,North America,Outlet,2,149.1,0,298.2,76.67,29,Male,NetBanking,https://res.cloudinary.com/dtc2q8arn/image/upload/v1723747674/Go%20Live%20images/Batch%203/ID3316/ID3316_14_FOOTWEAR_Photography_HeroMrktng_View_3_uk3cpt.jpg
100066,6/29/2024,AD-9031-A,Originals Backpack,Accessories,North America,Retail,1,64.12,0,64.12,20.44,27,Male,Apple Pay,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/6e58dbe12eed418ba809246a19b2bd7d_9366/IU0178_01_00_standard.jpg
100067,3/19/2024,AD-9817-D,Training Shorts,Apparel,Asia-Pacific,Retail,2,29.99,0,59.98,21.37,36,Male,NetBanking,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/14732790a86d43329cf8df8f1c77367e_9366/Designed_for_Training_Workout_Shorts_Black_IK9723_01_laydown.jpg
100816,4/16/2023,AD-1606-D,Originals Backpack,Accessories,Latin America,Retail,5,58.03,0,290.15,101.53,25,Female,NetBanking,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/6e58dbe12eed418ba809246a19b2bd7d_9366/IU0178_01_00_standard.jpg
100211,6/15/2024,AD-8531-C,Adilette Slides,Footwear,Middle East & Africa,Retail,3,40.36,0,121.08,36.14,46,Male,PayPal,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/69e60b96568f41ac8fa4afd3012d46e3_9366/Adilette_Aqua_Slides_Black_IF7371_01_standard.jpg
100012,2/26/2025,AD-9201-B,Z.N.E. Hoodie,Apparel,Europe,Retail,2,123.18,10,221.72,75.06,21,Female,NetBanking,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/513a21b39fd644cf83561016dfa26f68_9366/JE7537_21_model.jpg
100493,9/26/2025,AD-4281-A,Copa Sense,Footwear,North America,Online,5,163.98,10,737.91,217.96,20,Female,Apple Pay,https://res.cloudinary.com/dtc2q8arn/image/upload/v1727704399/Batch%204_5/GZ1370/GZ1370_1_FOOTWEAR_Photography_Side_Lateral_Center_View_grey_ooqo8x.jpg
101164,4/26/2023,AD-3320-C,Essentials Tee,Apparel,Asia-Pacific,Online,2,22.68,0,45.36,17.01,29,Female,UPI,https://shop.simon.com/cdn/shop/files/3f84ca8be8d64d3fb9b66db4a3b02046.jpg
100299,5/31/2025,AD-1972-C,NMD_R1,Footwear,North America,Online,3,129.63,0,388.89,108.37,25,Male,UPI,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/8563f8e2e30a4df4821eae1e002e3dc9_9366/GW5698_01_00_standard.jpg
100410,10/17/2023,AD-6864-D,Stan Smith,Footwear,Europe,Retail,3,74.07,0,222.21,68.72,36,Female,UPI,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/69721f2e7c934d909168a80e00818569_9366/Stan_Smith_Shoes_White_M20324_01_standard.jpg
100756,10/22/2023,AD-2552-C,Essentials Tee,Apparel,Middle East & Africa,Online,4,24.96,10,89.86,21.45,37,Male,Debit Card,https://shop.simon.com/cdn/shop/files/3f84ca8be8d64d3fb9b66db4a3b02046.jpg
101074,1/10/2024,AD-3988-D,Predator Freak,Footwear,North America,Retail,3,219.01,10,591.33,166.09,34,Female,PayPal,https://www.soccervillage.com/mm5/graphics/00000001/1/fy0610_g01.jpg
100695,1/23/2025,AD-6989-D,Ultraboost Light,Footwear,Latin America,Online,3,162.84,0,488.52,148.62,43,Male,Apple Pay,https://res.cloudinary.com/dtc2q8arn/image/upload/v1723747674/Go%20Live%20images/Batch%203/ID3316/ID3316_14_FOOTWEAR_Photography_HeroMrktng_View_3_uk3cpt.jpg
101150,3/9/2025,AD-3413-D,Primegreen Jacket,Apparel,North America,Online,2,140.49,20,224.78,75.83,29,Male,Debit Card,"https://assets.adidas.com/images/c_fill,g_auto,w_1200,h_630,f_auto,q_auto/w_600,f_auto,q_auto/8d7b43159e2643c08d3fad250061730c_9366/Essentials_Warm-Up_3-Stripes_Track_Jacket_Black_H46099_01_laydown.jpg"
100723,6/17/2023,AD-5778-A,Ultraboost Light,Footwear,Europe,Outlet,3,147.44,40,265.39,83.86,43,Male,NetBanking,https://res.cloudinary.com/dtc2q8arn/image/upload/v1723747674/Go%20Live%20images/Batch%203/ID3316/ID3316_14_FOOTWEAR_Photography_HeroMrktng_View_3_uk3cpt.jpg
101015,10/10/2023,AD-6007-D,Originals Backpack,Accessories,Asia-Pacific,Wholesale,3,59.74,0,179.22,59.57,20,Male,Debit Card,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/6e58dbe12eed418ba809246a19b2bd7d_9366/IU0178_01_00_standard.jpg
100527,6/17/2023,AD-5664-C,Primegreen Jacket,Apparel,North America,Online,2,149.47,0,298.94,82.76,43,Female,NetBanking,"https://assets.adidas.com/images/c_fill,g_auto,w_1200,h_630,f_auto,q_auto/w_600,f_auto,q_auto/8d7b43159e2643c08d3fad250061730c_9366/Essentials_Warm-Up_3-Stripes_Track_Jacket_Black_H46099_01_laydown.jpg"
100599,8/11/2025,AD-8001-A,Ultraboost Light,Footwear,North America,Online,4,155.11,10,558.4,140.93,24,Male,Debit Card,https://res.cloudinary.com/dtc2q8arn/image/upload/v1723747674/Go%20Live%20images/Batch%203/ID3316/ID3316_14_FOOTWEAR_Photography_HeroMrktng_View_3_uk3cpt.jpg
101119,8/8/2024,AD-4056-B,Primegreen Jacket,Apparel,Asia-Pacific,Wholesale,3,160.26,10,432.7,138.96,16,Female,Cash,"https://assets.adidas.com/images/c_fill,g_auto,w_1200,h_630,f_auto,q_auto/w_600,f_auto,q_auto/8d7b43159e2643c08d3fad250061730c_9366/Essentials_Warm-Up_3-Stripes_Track_Jacket_Black_H46099_01_laydown.jpg"
100566,9/30/2024,AD-2405-A,Predator Freak,Footwear,Latin America,Online,3,211.03,5,601.44,181.47,31,Female,PayPal,https://www.soccervillage.com/mm5/graphics/00000001/1/fy0610_g01.jpg
100730,12/8/2024,AD-1537-A,Stan Smith,Footwear,Asia-Pacific,Retail,3,95.98,10,259.15,73.57,32,Male,Debit Card,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/69721f2e7c934d909168a80e00818569_9366/Stan_Smith_Shoes_White_M20324_01_standard.jpg
100273,4/20/2023,AD-8212-C,Predator Freak,Footwear,Middle East & Africa,Online,2,220.53,5,419.01,123.73,29,Female,Cash,https://www.soccervillage.com/mm5/graphics/00000001/1/fy0610_g01.jpg
100966,6/8/2025,AD-4846-D,Copa Sense,Footwear,North America,Online,2,161.53,10,290.75,75.05,16,Male,Credit Card,https://res.cloudinary.com/dtc2q8arn/image/upload/v1727704399/Batch%204_5/GZ1370/GZ1370_1_FOOTWEAR_Photography_Side_Lateral_Center_View_grey_ooqo8x.jpg
100237,11/20/2024,AD-5516-B,Sports Bottle,Accessories,Europe,Online,2,13.78,5,26.18,8.7,23,Male,PayPal,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/dffb7992446842a98f73aa860118cfee_9366/FM9931_01_00_standard.jpg
100405,12/17/2023,AD-1313-B,Training Cap,Accessories,North America,Wholesale,3,19.11,5,54.46,20.02,30,Female,Apple Pay,https://res.cloudinary.com/dtc2q8arn/image/upload/v1723744392/Go%20Live%20images/Batch%203/IP2780/IP2780_1_HARDWARE_Photography_Front_Center_View_grey_jkmmpe.jpg
100002,8/26/2024,AD-5552-B,Essentials Tee,Apparel,North America,Outlet,3,23.86,0,71.58,16.07,21,Female,Cash,https://shop.simon.com/cdn/shop/files/3f84ca8be8d64d3fb9b66db4a3b02046.jpg
100006,10/12/2024,AD-3803-B,Training Shorts,Apparel,Europe,Retail,2,30.7,20,49.12,11.88,25,Female,Debit Card,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/14732790a86d43329cf8df8f1c77367e_9366/Designed_for_Training_Workout_Shorts_Black_IK9723_01_laydown.jpg
100311,4/16/2025,AD-2463-A,Stan Smith,Footwear,Europe,Online,3,81.49,0,244.47,98.55,21,Male,Apple Pay,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/69721f2e7c934d909168a80e00818569_9366/Stan_Smith_Shoes_White_M20324_01_standard.jpg
101090,7/14/2024,AD-5589-C,Superstar,Footwear,Europe,Online,2,88.81,5,168.74,52.11,30,Male,Debit Card,https://footdistrict.com/cdn/shop/files/sneakers-adidas-originals-superstar-eg4958-0.jpg
100451,10/24/2024,AD-2200-A,Superstar,Footwear,North America,Retail,1,96.41,0,96.41,36.99,40,Male,Debit Card,https://footdistrict.com/cdn/shop/files/sneakers-adidas-originals-superstar-eg4958-0.jpg
100721,9/5/2024,AD-2959-C,Training Shorts,Apparel,Asia-Pacific,Outlet,2,31.42,0,62.84,15.89,23,Female,Google Pay,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/14732790a86d43329cf8df8f1c77367e_9366/Designed_for_Training_Workout_Shorts_Black_IK9723_01_laydown.jpg
100215,7/6/2025,AD-2294-C,Primegreen Jacket,Apparel,Middle East & Africa,Outlet,6,143.68,0,862.08,302.91,20,Male,NetBanking,"https://assets.adidas.com/images/c_fill,g_auto,w_1200,h_630,f_auto,q_auto/w_600,f_auto,q_auto/8d7b43159e2643c08d3fad250061730c_9366/Essentials_Warm-Up_3-Stripes_Track_Jacket_Black_H46099_01_laydown.jpg"
101085,12/20/2024,AD-1388-D,Stan Smith,Footwear,Latin America,Retail,4,67.96,5,258.25,117.48,27,Male,PayPal,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/69721f2e7c934d909168a80e00818569_9366/Stan_Smith_Shoes_White_M20324_01_standard.jpg
100027,8/21/2024,AD-4044-A,Training Cap,Accessories,Latin America,Online,5,21.43,0,107.15,45.59,50,Female,Debit Card,https://res.cloudinary.com/dtc2q8arn/image/upload/v1723744392/Go%20Live%20images/Batch%203/IP2780/IP2780_1_HARDWARE_Photography_Front_Center_View_grey_jkmmpe.jpg
101157,7/30/2023,AD-2544-B,Copa Sense,Footwear,Europe,Online,2,165.61,0,331.22,93.05,19,Female,Credit Card,https://res.cloudinary.com/dtc2q8arn/image/upload/v1727704399/Batch%204_5/GZ1370/GZ1370_1_FOOTWEAR_Photography_Side_Lateral_Center_View_grey_ooqo8x.jpg
100361,3/24/2024,AD-2661-D,Originals Backpack,Accessories,Latin America,Retail,4,70.71,0,282.84,77.74,25,Male,Apple Pay,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/6e58dbe12eed418ba809246a19b2bd7d_9366/IU0178_01_00_standard.jpg
100822,10/17/2023,AD-7815-D,Superstar,Footwear,North America,Online,1,98.91,0,98.91,33.73,22,Female,Debit Card,https://footdistrict.com/cdn/shop/files/sneakers-adidas-originals-superstar-eg4958-0.jpg
